block_size,embedding_dim,model_label,idx,valid,token_len,pinyin_tokens,name
3,2,"bs=3, emb=2",0,True,7,j iang | l an y ue,蒋岚月
3,2,"bs=3, emb=2",1,True,5,w eng | ch e,翁澈
3,2,"bs=3, emb=2",2,True,7,g uan | y u h eng,官于衡
3,2,"bs=3, emb=2",3,True,7,x in | q ing y an,辛晴言
3,2,"bs=3, emb=2",4,True,7,c ai | t ing l an,蔡听澜
3,2,"bs=3, emb=2",5,True,7,l i | ch eng n ing,璃承宁
3,2,"bs=3, emb=2",6,True,5,w en | n an,闻南
3,2,"bs=3, emb=2",7,True,7,t ian | y un q i,田云齐
3,2,"bs=3, emb=2",8,True,5,h u | y ao,狐摇
3,2,"bs=3, emb=2",9,True,7,g u | w u ch en,谷武尘
3,2,"bs=3, emb=2",10,True,7,b i | m o y uan,毕墨元
3,2,"bs=3, emb=2",11,True,5,y an | y an,阎阎
3,2,"bs=3, emb=2",12,True,7,j iang | j ing m ing,江惊明
3,2,"bs=3, emb=2",13,True,7,l uo | x uan x iao,罗玄霄
3,2,"bs=3, emb=2",14,True,5,b ao | w an,抱婉
3,2,"bs=3, emb=2",15,True,7,y ang | m o w ei,恙莫魏
3,2,"bs=3, emb=2",16,True,7,sh en | y u ch en,申瑜宸
3,2,"bs=3, emb=2",17,True,5,j ing | h e,景禾
3,2,"bs=3, emb=2",18,True,7,y u | y un l an,雨云澜
3,2,"bs=3, emb=2",19,True,7,y uan | r uo l an,元若澜
3,2,"bs=3, emb=2",20,True,7,m iao | y un zh i,苗韵执
3,2,"bs=3, emb=2",21,True,7,y in | ch eng _ an,音程安
3,2,"bs=3, emb=2",22,True,7,t an | q ing y uan,覃晴辕
3,2,"bs=3, emb=2",23,True,7,w u | g ui y un,无桂韵
3,2,"bs=3, emb=2",24,True,5,l uo | b ai,罗柏
3,2,"bs=3, emb=2",25,True,5,sh en | h e,沈何
3,2,"bs=3, emb=2",26,True,5,w ang | r uo,汪若
3,2,"bs=3, emb=2",27,True,7,ch o | q ing y ang,cho清阳
3,2,"bs=3, emb=2",28,True,7,j u | q ing n ing,ju清宁
3,2,"bs=3, emb=2",29,True,7,zh ou | zh ao h ua,周照华
3,2,"bs=3, emb=2",30,True,7,h uang | w u sh uang,皇吴双
3,2,"bs=3, emb=2",31,True,7,m o | q ing x ing,墨清行
3,2,"bs=3, emb=2",32,True,7,l uo | q ing t ang,罗晴汤
3,2,"bs=3, emb=2",33,True,9,x i m en | q ing y ue,曦门晴月
3,2,"bs=3, emb=2",34,True,5,sh en | y uan,深元
3,2,"bs=3, emb=2",35,True,7,n i | q ing y ue,倪晴岳
3,2,"bs=3, emb=2",36,True,7,d u | m ing zh ao,杜冥照
3,2,"bs=3, emb=2",37,True,7,h e | m ing y u,贺冥宇
3,2,"bs=3, emb=2",38,True,9,g ong s un | zh ao y e,公孙赵夜
3,2,"bs=3, emb=2",39,True,7,h ong | q ing y ue,鸿清月
3,2,"bs=3, emb=2",40,True,7,ch en | y u ch i,宸于迟
3,2,"bs=3, emb=2",41,True,7,l u | q ing n ing,卢青宁
3,2,"bs=3, emb=2",42,True,7,zh eng | y ao y in,郑摇音
3,2,"bs=3, emb=2",43,True,5,l iao | x uan,廖玄
3,2,"bs=3, emb=2",44,True,5,l iu | r uo,柳若
3,2,"bs=3, emb=2",45,True,7,l iang | q ing x i,梁清西
3,2,"bs=3, emb=2",46,True,7,y ou | r uo n ing,尤若宁
3,2,"bs=3, emb=2",47,True,7,w ei | q ing t ang,微青唐
3,2,"bs=3, emb=2",48,True,7,m eng | m o h an,孟墨韩
3,2,"bs=3, emb=2",49,True,7,ch eng | w u y a,承吴涯
3,2,"bs=3, emb=2",50,True,9,zh u g e | x ing l in,竹葛邢临
3,2,"bs=3, emb=2",51,True,5,zh ong | y ao,钟瑶
3,2,"bs=3, emb=2",52,True,7,m o | x ing l in,莫行临
3,2,"bs=3, emb=2",53,True,7,l iu | y ue y ao,柳越姚
3,2,"bs=3, emb=2",54,True,7,g u | x ing y ao,顾星遥
3,2,"bs=3, emb=2",55,True,7,g ao | t ing y un,高听云
3,2,"bs=3, emb=2",56,True,7,ch eng | zh i y uan,成知渊
3,2,"bs=3, emb=2",57,False,4,y u w ei,
3,2,"bs=3, emb=2",58,True,9,h e f u | l an w ei,禾扶岚卫
3,2,"bs=3, emb=2",59,True,7,ch eng | m o b ai,成墨柏
3,2,"bs=3, emb=2",60,True,7,zh ong | l an q ing,钟澜晴
3,2,"bs=3, emb=2",61,True,7,f ang | h an zh ang,方韩章
3,2,"bs=3, emb=2",62,True,7,sh en | y un zh ou,申韵洲
3,2,"bs=3, emb=2",63,True,5,h ao | r uo,郝若
3,2,"bs=3, emb=2",64,True,7,w u | q ing x iao,吴青霄
3,2,"bs=3, emb=2",65,True,7,t an | h uai y u,谭怀羽
3,2,"bs=3, emb=2",66,True,7,sh en | z i h an,申子韩
3,2,"bs=3, emb=2",67,True,7,k ang | h uai n ing,康怀宁
3,2,"bs=3, emb=2",68,True,7,m ou | r uo x i,牟若希
3,2,"bs=3, emb=2",69,True,7,y u | m o y uan,于墨袁
3,2,"bs=3, emb=2",70,True,5,k ang | z e,康泽
3,2,"bs=3, emb=2",71,True,7,c ong | r uo x i,丛若希
3,2,"bs=3, emb=2",72,True,5,sh i | x ing,时邢
3,2,"bs=3, emb=2",73,True,5,b ao | y in,薄殷
3,2,"bs=3, emb=2",74,True,9,d ong g uo | j ing y un,动郭璟云
3,2,"bs=3, emb=2",75,True,7,b ao | j ing h e,抱璟禾
3,2,"bs=3, emb=2",76,True,7,x iong | m o h eng,熊墨衡
3,2,"bs=3, emb=2",77,True,7,x in | m ing ch uan,辛冥川
3,2,"bs=3, emb=2",78,True,5,r en | p ing,人平
3,2,"bs=3, emb=2",79,True,5,j iang | w an,蒋婉
3,2,"bs=3, emb=2",80,True,7,zh ou | q ing h uan,周青欢
3,2,"bs=3, emb=2",81,True,7,w an | y un j i,晚韵霁
3,2,"bs=3, emb=2",82,True,7,y e | r uo y un,夜若韵
3,2,"bs=3, emb=2",83,True,7,g ao | g ui y un,高归云
3,2,"bs=3, emb=2",84,True,5,d ai | p ing,戴平
3,2,"bs=3, emb=2",85,True,7,x u | g an l an,徐甘澜
3,2,"bs=3, emb=2",86,True,7,sh en | zh i w ei,沈知微
3,2,"bs=3, emb=2",87,True,7,l iao | y un y uan,廖云渊
3,2,"bs=3, emb=2",88,True,7,l u | zh ang g eng,陆章耿
3,2,"bs=3, emb=2",89,True,7,g ao | g ui w an,高归婉
3,2,"bs=3, emb=2",90,True,7,p eng | z i q ing,彭子清
3,2,"bs=3, emb=2",91,True,7,s un | zh ao y e,孙照叶
3,2,"bs=3, emb=2",92,True,7,x ie | x ue t ang,谢薛汤
3,2,"bs=3, emb=2",93,True,7,y u | y ao w ei,余瑶卫
3,2,"bs=3, emb=2",94,True,7,x ue | zh ang n ing,薛张宁
3,2,"bs=3, emb=2",95,True,7,g u | j ing n ing,谷惊宁
3,2,"bs=3, emb=2",96,True,7,r en | w u y a,任武涯
3,2,"bs=3, emb=2",97,True,7,m a | x uan h eng,马玄衡
3,2,"bs=3, emb=2",98,True,7,ch eng | m o w ei,程墨微
3,2,"bs=3, emb=2",99,True,7,zh ao | zh ang _ an,昭长安
3,3,"bs=3, emb=3",0,True,7,j iang | l an y ue,蒋岚月
3,3,"bs=3, emb=3",1,True,5,w eng | ch e,翁澈
3,3,"bs=3, emb=3",2,True,7,g uan | y u n ing,官于宁
3,3,"bs=3, emb=3",3,True,7,x in | q ing y an,辛晴言
3,3,"bs=3, emb=3",4,True,7,c ai | m o l i,蔡莫李
3,3,"bs=3, emb=3",5,True,7,l i | ch eng n ing,璃承宁
3,3,"bs=3, emb=3",6,True,7,w en | y u w en,闻于文
3,3,"bs=3, emb=3",7,True,7,c ao | q ing x uan,曹晴轩
3,3,"bs=3, emb=3",8,True,7,h uang | y un ch e,皇云澈
3,3,"bs=3, emb=3",9,True,7,d ai | r uo y ao,戴若遥
3,3,"bs=3, emb=3",10,True,7,d ong | y u ch en,动俞尘
3,3,"bs=3, emb=3",11,True,7,x iao | l ing j un,霄灵均
3,3,"bs=3, emb=3",12,True,7,q in | w an t ang,秦婉棠
3,3,"bs=3, emb=3",13,True,7,x u | q ing m ing,许晴冥
3,3,"bs=3, emb=3",14,True,7,y ang | m o w ei,杨墨韦
3,3,"bs=3, emb=3",15,True,7,sh en | y u ch en,申宇陈
3,3,"bs=3, emb=3",16,True,5,j ing | h e,璟禾
3,3,"bs=3, emb=3",17,True,7,y u | y un l an,雨云兰
3,3,"bs=3, emb=3",18,True,7,y uan | r uo l an,渊若澜
3,3,"bs=3, emb=3",19,True,7,m iao | y un zh i,苗韵知
3,3,"bs=3, emb=3",20,True,7,y in | ch eng _ an,殷成安
3,3,"bs=3, emb=3",21,True,7,t an | q ing y uan,覃晴辕
3,3,"bs=3, emb=3",22,True,7,w u | g ui y un,无桂韵
3,3,"bs=3, emb=3",23,True,5,l uo | b ai,罗柏
3,3,"bs=3, emb=3",24,True,5,sh en | h e,沈何
3,3,"bs=3, emb=3",25,True,5,f eng | r uo,凤若
3,3,"bs=3, emb=3",26,True,7,ch ang | q ing y ang,常清阳
3,3,"bs=3, emb=3",27,True,7,j iao | q ing n ing,焦清宁
3,3,"bs=3, emb=3",28,True,7,zh ou | zh ao h ua,舟昭华
3,3,"bs=3, emb=3",29,True,7,h uang | w u sh uang,黄无双
3,3,"bs=3, emb=3",30,True,7,m o | q ing x i,墨晴希
3,3,"bs=3, emb=3",31,True,7,l uo | q ing t ang,洛晴汤
3,3,"bs=3, emb=3",32,True,9,x i m en | q ing y ue,席门清越
3,3,"bs=3, emb=3",33,True,5,sh en | y uan,申渊
3,3,"bs=3, emb=3",34,True,7,n i | z i y u,倪子俞
3,3,"bs=3, emb=3",35,True,7,d u | m ing zh ao,杜明赵
3,3,"bs=3, emb=3",36,True,7,h e | m ing y u,赫明俞
3,3,"bs=3, emb=3",37,True,9,g ong s un | zh ao y e,龚孙昭叶
3,3,"bs=3, emb=3",38,True,7,h ong | q ing y ue,鸿晴岳
3,3,"bs=3, emb=3",39,True,7,ch en | y u ch i,陈雨迟
3,3,"bs=3, emb=3",40,True,7,l u | l an q ing,卢岚青
3,3,"bs=3, emb=3",41,True,7,zh eng | y ao y in,郑瑶音
3,3,"bs=3, emb=3",42,True,5,l iao | x uan,廖玄
3,3,"bs=3, emb=3",43,True,5,l iu | r uo,柳若
3,3,"bs=3, emb=3",44,True,7,l iang | q ing x i,梁晴溪
3,3,"bs=3, emb=3",45,True,7,y ou | r uo n ing,尤若宁
3,3,"bs=3, emb=3",46,True,7,w ei | q ing t ang,韦清唐
3,3,"bs=3, emb=3",47,True,7,m eng | zh ao y e,孟昭叶
3,3,"bs=3, emb=3",48,True,7,ch eng | w u y a,成吴涯
3,3,"bs=3, emb=3",49,True,9,zh u g e | x ing l in,竹葛邢临
3,3,"bs=3, emb=3",50,True,5,zh ong | y ao,钟瑶
3,3,"bs=3, emb=3",51,True,7,m o | x ing l in,莫行临
3,3,"bs=3, emb=3",52,True,7,l iu | y ue y ao,柳越姚
3,3,"bs=3, emb=3",53,True,7,g u | x ing y ao,顾星遥
3,3,"bs=3, emb=3",54,True,7,g ao | t ing y un,高听云
3,3,"bs=3, emb=3",55,True,7,ch ang | zh i zh en,常执甄
3,3,"bs=3, emb=3",56,False,4,y u w ei,
3,3,"bs=3, emb=3",57,True,9,h e l ian | l an w ei,何连兰卫
3,3,"bs=3, emb=3",58,True,7,ch eng | r uo _ an,成若安
3,3,"bs=3, emb=3",59,True,7,zh ong | l an q ing,钟兰清
3,3,"bs=3, emb=3",60,True,7,f ang | h uai j in,方怀金
3,3,"bs=3, emb=3",61,True,7,sh en | y un zh ou,深韵周
3,3,"bs=3, emb=3",62,True,5,h ao | r uo,郝若
3,3,"bs=3, emb=3",63,True,7,w u | q ing x iao,舞晴霄
3,3,"bs=3, emb=3",64,True,7,t an | y un l i,谭韵里
3,3,"bs=3, emb=3",65,True,7,sh u | z i h an,书子含
3,3,"bs=3, emb=3",66,True,7,k ang | h uai n ing,康怀宁
3,3,"bs=3, emb=3",67,True,7,m ou | r uo x i,牟若溪
3,3,"bs=3, emb=3",68,True,7,y u | m o y uan,雨莫辕
3,3,"bs=3, emb=3",69,True,5,k ang | z e,康泽
3,3,"bs=3, emb=3",70,True,7,c ong | r uo x i,丛若曦
3,3,"bs=3, emb=3",71,True,5,sh i | x ing,施邢
3,3,"bs=3, emb=3",72,True,5,b ao | y in,抱音
3,3,"bs=3, emb=3",73,True,9,d ong g uo | j ing y un,动郭璟韵
3,3,"bs=3, emb=3",74,True,7,b ao | x uan h eng,鲍玄衡
3,3,"bs=3, emb=3",75,True,7,x iong | m o h eng,熊莫衡
3,3,"bs=3, emb=3",76,True,7,x in | m ing ch uan,辛冥川
3,3,"bs=3, emb=3",77,True,5,j iang | p ing,江平
3,3,"bs=3, emb=3",78,True,5,j iang | w an,姜万
3,3,"bs=3, emb=3",79,True,7,zh ou | q ing h uan,洲青欢
3,3,"bs=3, emb=3",80,True,7,w an | y un j i,万韵纪
3,3,"bs=3, emb=3",81,True,7,y e | r uo y un,叶若韵
3,3,"bs=3, emb=3",82,True,7,g ao | g ui y un,高桂韵
3,3,"bs=3, emb=3",83,True,7,d ai | g ui n ing,戴桂宁
3,3,"bs=3, emb=3",84,True,7,zh uang | l ing y ue,庄令月
3,3,"bs=3, emb=3",85,True,7,x iao | r uo y ao,萧若摇
3,3,"bs=3, emb=3",86,True,7,y e | y u h eng,夜玉衡
3,3,"bs=3, emb=3",87,True,5,zh u | x ing,朱邢
3,3,"bs=3, emb=3",88,True,7,g ao | g ui w an,高归晚
3,3,"bs=3, emb=3",89,True,7,p eng | z i q ing,彭子青
3,3,"bs=3, emb=3",90,True,7,s un | l an y ue,孙兰月
3,3,"bs=3, emb=3",91,True,7,x ie | x ue t ua,谢薛tua
3,3,"bs=3, emb=3",92,True,7,y u | y ao w ei,羽瑶微
3,3,"bs=3, emb=3",93,True,7,x ue | zh ang n ing,薛章宁
3,3,"bs=3, emb=3",94,True,7,g u | j ing n ing,顾景宁
3,3,"bs=3, emb=3",95,True,5,r en | ch u,任楚
3,3,"bs=3, emb=3",96,True,7,m o | y ang x i,莫扬西
3,3,"bs=3, emb=3",97,True,7,j iang | ch eng y uan,姜承辕
3,3,"bs=3, emb=3",98,True,7,g uan | h e zh ang,关何张
3,3,"bs=3, emb=3",99,True,7,h ao | z i m o,郝子莫
3,4,"bs=3, emb=4",0,True,7,j iang | l an y ue,蒋岚月
3,4,"bs=3, emb=4",1,True,5,w eng | ch e,翁澈
3,4,"bs=3, emb=4",2,True,7,g uan | y u n ing,官于宁
3,4,"bs=3, emb=4",3,True,7,x in | q ing y an,辛晴言
3,4,"bs=3, emb=4",4,True,7,c ai | m o l i,蔡莫李
3,4,"bs=3, emb=4",5,True,7,l i | ch eng n ing,璃承宁
3,4,"bs=3, emb=4",6,True,5,w en | n an,闻南
3,4,"bs=3, emb=4",7,True,7,t ian | y un q i,田云齐
3,4,"bs=3, emb=4",8,True,5,h u | y ao,狐摇
3,4,"bs=3, emb=4",9,True,7,g u | w u ch en,谷武尘
3,4,"bs=3, emb=4",10,True,7,b i | x iu q i,毕修齐
3,4,"bs=3, emb=4",11,True,5,y an | y an,阎阎
3,4,"bs=3, emb=4",12,True,7,j iang | j ing m ing,江惊明
3,4,"bs=3, emb=4",13,True,7,l uo | x uan x iao,罗玄霄
3,4,"bs=3, emb=4",14,True,5,b ao | w an,抱婉
3,4,"bs=3, emb=4",15,True,7,y ang | m o w ei,恙莫魏
3,4,"bs=3, emb=4",16,True,7,sh en | y u ch en,申瑜宸
3,4,"bs=3, emb=4",17,True,5,j ing | h e,景禾
3,4,"bs=3, emb=4",18,True,7,y u | y un l an,雨云澜
3,4,"bs=3, emb=4",19,True,7,y uan | r uo l an,元若澜
3,4,"bs=3, emb=4",20,True,7,m iao | y un zh i,苗韵执
3,4,"bs=3, emb=4",21,True,7,y in | ch eng _ an,音程安
3,4,"bs=3, emb=4",22,True,7,t an | q ing y uan,覃晴辕
3,4,"bs=3, emb=4",23,True,7,w u | g ui y un,无桂韵
3,4,"bs=3, emb=4",24,True,5,l uo | b ai,罗柏
3,4,"bs=3, emb=4",25,True,5,sh en | h e,沈何
3,4,"bs=3, emb=4",26,True,7,t ang | c ang l an,汤沧岚
3,4,"bs=3, emb=4",27,True,9,w en r en | q ing y ang,闻任清扬
3,4,"bs=3, emb=4",28,True,5,x ie | j ing,谢惊
3,4,"bs=3, emb=4",29,True,7,zh ang | h an zh ang,长含张
3,4,"bs=3, emb=4",30,True,7,y uan | sh ao b ai,袁少白
3,4,"bs=3, emb=4",31,True,7,x iao | m ing y uan,萧冥元
3,4,"bs=3, emb=4",32,True,7,g u | w en d ao,顾闻道
3,4,"bs=3, emb=4",33,True,7,m ei | ch eng _ an,梅成安
3,4,"bs=3, emb=4",34,True,5,sh en | y uan,沈渊
3,4,"bs=3, emb=4",35,True,7,n i | z i y u,倪子瑜
3,4,"bs=3, emb=4",36,True,7,d u | m ing zh ao,杜冥照
3,4,"bs=3, emb=4",37,True,7,h e | m ing y uan,贺冥袁
3,4,"bs=3, emb=4",38,True,7,g ong | q ing h e,宫清贺
3,4,"bs=3, emb=4",39,True,7,ch en | x ue n ing,尘雪宁
3,4,"bs=3, emb=4",40,True,7,s un | l ing y u,孙灵瑜
3,4,"bs=3, emb=4",41,True,7,m o | w u ch en,莫吴陈
3,4,"bs=3, emb=4",42,True,7,sh an | q ing n ing,单晴宁
3,4,"bs=3, emb=4",43,True,7,q u | w an zh ou,屈婉周
3,4,"bs=3, emb=4",44,True,5,l iu | r uo,柳若
3,4,"bs=3, emb=4",45,True,7,l iang | q ing x i,梁晴溪
3,4,"bs=3, emb=4",46,True,7,y ou | r uo n ing,尤若宁
3,4,"bs=3, emb=4",47,True,7,w ei | q ing t ang,韦清唐
3,4,"bs=3, emb=4",48,True,5,m eng | sh en,孟深
3,4,"bs=3, emb=4",49,True,5,l iang | ch e,梁澈
3,4,"bs=3, emb=4",50,True,7,j iang | zh ang _ an,蒋长安
3,4,"bs=3, emb=4",51,True,7,y an | m ing y uan,颜明元
3,4,"bs=3, emb=4",52,True,5,y i | sh u,衣舒
3,4,"bs=3, emb=4",53,True,7,r en | q ing h e,人清禾
3,4,"bs=3, emb=4",54,True,7,y i | x ue n ing,易薛宁
3,4,"bs=3, emb=4",55,True,7,m in | z i y uan,闵子远
3,4,"bs=3, emb=4",56,True,7,s u | j ing n ing,素景宁
3,4,"bs=3, emb=4",57,True,5,j iang | zh ou,江舟
3,4,"bs=3, emb=4",58,True,7,y u w en | n an,雨问南
3,4,"bs=3, emb=4",59,True,7,m u r ong | b ai,木容柏
3,4,"bs=3, emb=4",60,True,7,sh i | sh ao b ai,时少白
3,4,"bs=3, emb=4",61,True,5,g uan | w ei,管魏
3,4,"bs=3, emb=4",62,True,7,ch eng | m o b ai,程莫白
3,4,"bs=3, emb=4",63,True,7,zh ong | l an q ing,钟兰清
3,4,"bs=3, emb=4",64,True,7,f ang | h an zh ang,方寒张
3,4,"bs=3, emb=4",65,True,7,sh en | y un zh ou,沈韵周
3,4,"bs=3, emb=4",66,True,5,h ao | r uo,郝若
3,4,"bs=3, emb=4",67,True,7,w u | q ing x iao,武清萧
3,4,"bs=3, emb=4",68,True,7,t an | h uai y u,谭怀瑜
3,4,"bs=3, emb=4",69,True,7,sh u | z i h an,舒子韩
3,4,"bs=3, emb=4",70,True,7,k ang | h uai n ing,康怀宁
3,4,"bs=3, emb=4",71,True,7,m a | r uo x i,马若希
3,4,"bs=3, emb=4",72,True,7,y u | m o y uan,余莫渊
3,4,"bs=3, emb=4",73,True,5,k ang | z e,康泽
3,4,"bs=3, emb=4",74,True,7,c ong | r uo x i,丛若席
3,4,"bs=3, emb=4",75,True,5,sh i | x ing,时行
3,4,"bs=3, emb=4",76,True,5,b ao | y in,鲍尹
3,4,"bs=3, emb=4",77,True,9,d ong g uo | j ing y un,东郭璟韵
3,4,"bs=3, emb=4",78,True,7,s ong | j ing h e,宋惊贺
3,4,"bs=3, emb=4",79,True,7,x iong | m o h eng,熊墨衡
3,4,"bs=3, emb=4",80,True,7,x in | m ing ch uan,辛明川
3,4,"bs=3, emb=4",81,True,5,r en | p ing,任平
3,4,"bs=3, emb=4",82,True,5,j iang | w an,江万
3,4,"bs=3, emb=4",83,True,7,zh ou | q ing h uan,周晴欢
3,4,"bs=3, emb=4",84,True,7,w an | y un j i,晚韵季
3,4,"bs=3, emb=4",85,True,7,y e | r uo y un,夜若云
3,4,"bs=3, emb=4",86,True,7,g ao | g ui y u,高归尉
3,4,"bs=3, emb=4",87,True,5,d ai | p ing,戴平
3,4,"bs=3, emb=4",88,True,5,x u | g an,许甘
3,4,"bs=3, emb=4",89,True,5,l iang | _ an,梁安
3,4,"bs=3, emb=4",90,True,7,k ang | y ao l an,康遥澜
3,4,"bs=3, emb=4",91,True,7,y ao | y un sh en,瑶云深
3,4,"bs=3, emb=4",92,True,7,l u | w u y ang,鲁无杨
3,4,"bs=3, emb=4",93,True,7,x iang | y un ch u,向云楚
3,4,"bs=3, emb=4",94,True,7,x ue | ch eng y ing,薛程影
3,4,"bs=3, emb=4",95,True,5,l uo | m ing,罗冥
3,4,"bs=3, emb=4",96,True,5,l ong | _ an,龙安
3,4,"bs=3, emb=4",97,True,7,y u | g uan l an,于管兰
3,4,"bs=3, emb=4",98,True,7,x ue | zh ang n ing,薛长宁
