block_size,embedding_dim,model_label,idx,valid,token_len,pinyin_tokens,name
3,4,"bs=3, emb=4",99,True,7,g u | j ing n ing,顾景宁
4,2,"bs=4, emb=2",0,True,7,j iang | l an y ue,蒋岚月
4,2,"bs=4, emb=2",1,True,5,w eng | ch e,翁澈
4,2,"bs=4, emb=2",2,True,7,g uan | y ao g uang,官姚光
4,2,"bs=4, emb=2",3,True,7,x in | q ing y an,辛晴言
4,2,"bs=4, emb=2",4,True,7,c ai | m o l i,蔡莫李
4,2,"bs=4, emb=2",5,True,7,l i | ch eng n ing,璃承宁
4,2,"bs=4, emb=2",6,True,7,w en | c ang l an,闻沧澜
4,2,"bs=4, emb=2",7,True,7,c ui | q ing x uan,崔晴轩
4,2,"bs=4, emb=2",8,True,7,h uang | y un ch e,皇云澈
4,2,"bs=4, emb=2",9,True,7,d ai | r uo y ao,戴若遥
4,2,"bs=4, emb=2",10,True,7,d ong | y u ch en,动俞尘
4,2,"bs=4, emb=2",11,True,7,x iao | l ing j un,霄灵均
4,2,"bs=4, emb=2",12,True,7,q in | q ing x uan,秦晴轩
4,2,"bs=4, emb=2",13,True,5,x u | q ang,许qang
4,2,"bs=4, emb=2",14,True,9,g ong s un | m o w ei,龚孙莫魏
4,2,"bs=4, emb=2",15,True,7,sh en | y u ch en,申瑜宸
4,2,"bs=4, emb=2",16,True,5,j ing | h e,景禾
4,2,"bs=4, emb=2",17,True,7,y u | y un l an,雨云澜
4,2,"bs=4, emb=2",18,True,7,y uan | r uo l an,元若澜
4,2,"bs=4, emb=2",19,True,7,m iao | y un zh i,苗韵执
4,2,"bs=4, emb=2",20,True,7,y in | ch eng _ an,音程安
4,2,"bs=4, emb=2",21,True,7,t an | q ing y uan,覃晴辕
4,2,"bs=4, emb=2",22,True,7,w u | g ui y un,无桂韵
4,2,"bs=4, emb=2",23,True,5,l uo | b ai,罗柏
4,2,"bs=4, emb=2",24,True,7,sh en | h uai _ an,沈怀安
4,2,"bs=4, emb=2",25,True,7,d ong | w u y ang,东无阳
4,2,"bs=4, emb=2",26,True,7,l u | m o y uan,卢墨元
4,2,"bs=4, emb=2",27,True,5,x ie | j ing,谢惊
4,2,"bs=4, emb=2",28,True,7,zh ang | h an zh ang,长含张
4,2,"bs=4, emb=2",29,True,5,y uan | sh u,袁舒
4,2,"bs=4, emb=2",30,True,7,m o | q ing x i,墨清希
4,2,"bs=4, emb=2",31,True,7,l uo | w u j iu,洛武咎
4,2,"bs=4, emb=2",32,True,9,x i m en | q ing y ue,溪门晴岳
4,2,"bs=4, emb=2",33,True,7,sh en | y un sh en,沈韵申
4,2,"bs=4, emb=2",34,True,7,zh en | y ue y ao,真月姚
4,2,"bs=4, emb=2",35,True,7,sh i | q ing x iao,石青霄
4,2,"bs=4, emb=2",36,True,7,y an | y u n ing,言雨宁
4,2,"bs=4, emb=2",37,True,7,t ang | zh ao y e,汤赵叶
4,2,"bs=4, emb=2",38,True,7,h ong | q ing y ang,鸿青阳
4,2,"bs=4, emb=2",39,True,7,ch en | y u ch en,尘羽陈
4,2,"bs=4, emb=2",40,True,7,l u | l an q ing,鲁澜晴
4,2,"bs=4, emb=2",41,True,7,zh eng | y ao y in,郑瑶尹
4,2,"bs=4, emb=2",42,True,7,l iao | x uan w ei,廖玄微
4,2,"bs=4, emb=2",43,True,5,c ao | t ang,曹汤
4,2,"bs=4, emb=2",44,True,7,t ao | z i j in,陶子瑾
4,2,"bs=4, emb=2",45,True,7,g uo | y ao y in,郭瑶音
4,2,"bs=4, emb=2",46,True,7,s un | q ing h uan,孙清欢
4,2,"bs=4, emb=2",47,True,9,s i t u | h uai ch u,司徒怀楚
4,2,"bs=4, emb=2",48,True,7,j iang | zh ang _ an,江长安
4,2,"bs=4, emb=2",49,True,7,y an | m ing y uan,炎明辕
4,2,"bs=4, emb=2",50,True,5,y i | sh u,易舒
4,2,"bs=4, emb=2",51,True,7,r en | q ing h e,任晴何
4,2,"bs=4, emb=2",52,True,7,y i | x ue b ai,衣薛白
4,2,"bs=4, emb=2",53,True,7,m in | z i y uan,闵子远
4,2,"bs=4, emb=2",54,True,7,s u | j ing n ing,苏璟宁
4,2,"bs=4, emb=2",55,True,5,j iang | zh ou,姜舟
4,2,"bs=4, emb=2",56,True,7,y u w en | n an,瑜温南
4,2,"bs=4, emb=2",57,True,7,m u r ong | b ai,木容白
4,2,"bs=4, emb=2",58,True,7,sh i | sh ao b ai,时少百
4,2,"bs=4, emb=2",59,True,5,g uan | w ei,关微
4,2,"bs=4, emb=2",60,True,5,ch eng | sh en,成沈
4,2,"bs=4, emb=2",61,True,5,p an | l in,潘临
4,2,"bs=4, emb=2",62,True,7,w en | x uan x iao,温轩霄
4,2,"bs=4, emb=2",63,True,5,h uang | n ing,皇宁
4,2,"bs=4, emb=2",64,True,7,l ei | y un sh u,雷云舒
4,2,"bs=4, emb=2",65,True,7,c ui | zh i q iu,崔知邱
4,2,"bs=4, emb=2",66,True,7,p eng | sh ou zh en,彭守甄
4,2,"bs=4, emb=2",67,True,5,l v | x ue,吕薛
4,2,"bs=4, emb=2",68,True,5,g u | sh ao,顾邵
4,2,"bs=4, emb=2",69,True,7,k ang | h uai n ing,康怀宁
4,2,"bs=4, emb=2",70,True,7,m ou | r uo x i,牟若西
4,2,"bs=4, emb=2",71,True,7,y u | m ing y uan,玉明辕
4,2,"bs=4, emb=2",72,True,5,k ang | z e,康泽
4,2,"bs=4, emb=2",73,True,7,c ong | zh i b ai,丛执百
4,2,"bs=4, emb=2",74,True,5,sh i | x ing,施行
4,2,"bs=4, emb=2",75,True,5,b ao | y in,包尹
4,2,"bs=4, emb=2",76,True,9,d ong g uo | j ing y un,动郭璟云
4,2,"bs=4, emb=2",77,True,5,b ao | j in,鲍靳
4,2,"bs=4, emb=2",78,True,5,zh u | b ei,朱北
4,2,"bs=4, emb=2",79,True,7,q ian | j ing y un,钱惊韵
4,2,"bs=4, emb=2",80,True,7,n ing | x i n ing,宁西宁
4,2,"bs=4, emb=2",81,True,7,q i | m o w ei,起莫卫
4,2,"bs=4, emb=2",82,True,7,zh ou | q ing h uan,洲青欢
4,2,"bs=4, emb=2",83,True,7,w an | y un j i,婉云纪
4,2,"bs=4, emb=2",84,True,7,y e | r uo q ing,叶若青
4,2,"bs=4, emb=2",85,True,7,g ao | g ui y un,高桂云
4,2,"bs=4, emb=2",86,True,5,d ai | p ing,戴平
4,2,"bs=4, emb=2",87,True,7,x u | g ui n ing,许归宁
4,2,"bs=4, emb=2",88,True,7,sh en | zh i w ei,深知韦
4,2,"bs=4, emb=2",89,True,7,l iao | y un y uan,廖云远
4,2,"bs=4, emb=2",90,True,7,l u | zh ao y e,陆赵叶
4,2,"bs=4, emb=2",91,True,7,g ao | g ui w an,高桂万
4,2,"bs=4, emb=2",92,True,7,p eng | z i q ing,彭子清
4,2,"bs=4, emb=2",93,True,7,s un | l an w ei,孙澜魏
4,2,"bs=4, emb=2",94,True,7,x ie | x ue t ang,谢雪唐
4,2,"bs=4, emb=2",95,True,7,y u | y ao w ei,玉遥韦
4,2,"bs=4, emb=2",96,True,7,x ue | zh ang n ing,薛章宁
4,2,"bs=4, emb=2",97,True,7,g u | j ing n ing,顾璟宁
4,2,"bs=4, emb=2",98,True,5,r en | sh u,人书
4,2,"bs=4, emb=2",99,True,7,m o | y ue b ai,墨月百
4,3,"bs=4, emb=3",0,True,7,j iang | l an y ue,蒋岚月
4,3,"bs=4, emb=3",1,True,7,w eng | ch eng y uan,翁成渊
4,3,"bs=4, emb=3",2,True,7,m a | y un q i,马韵起
4,3,"bs=4, emb=3",3,True,5,sh en | y in,沈尹
4,3,"bs=4, emb=3",4,True,7,c ai | m o l i,蔡墨黎
4,3,"bs=4, emb=3",5,True,7,l i | ch eng n ing,李承宁
4,3,"bs=4, emb=3",6,True,7,w en | c ang y uan,闻沧远
4,3,"bs=4, emb=3",7,True,7,c ao | q ing x i,曹晴席
4,3,"bs=4, emb=3",8,True,7,h uang | y un ch e,皇云澈
4,3,"bs=4, emb=3",9,True,7,d ai | r uo y ao,戴若遥
4,3,"bs=4, emb=3",10,True,7,d ong | y u ch en,动俞尘
4,3,"bs=4, emb=3",11,True,7,x iao | l ing j un,霄灵均
4,3,"bs=4, emb=3",12,True,7,q in | w an t ang,秦婉棠
4,3,"bs=4, emb=3",13,True,7,x u | q ing m ing,许晴冥
4,3,"bs=4, emb=3",14,True,7,y ang | m o w ei,杨墨韦
4,3,"bs=4, emb=3",15,True,7,sh en | y u ch en,申宇陈
4,3,"bs=4, emb=3",16,True,5,j ing | h e,璟禾
4,3,"bs=4, emb=3",17,True,7,y u | y un l an,雨云兰
4,3,"bs=4, emb=3",18,True,7,y uan | r uo l an,渊若澜
4,3,"bs=4, emb=3",19,True,7,m iao | m o ch en,苗莫陈
4,3,"bs=4, emb=3",20,True,7,y in | ch eng _ an,殷成安
4,3,"bs=4, emb=3",21,True,7,t an | q ing y uan,覃晴辕
4,3,"bs=4, emb=3",22,True,7,w u | g ui y un,无桂韵
4,3,"bs=4, emb=3",23,True,5,l uo | b ai,罗柏
4,3,"bs=4, emb=3",24,True,5,sh en | h e,沈何
4,3,"bs=4, emb=3",25,True,5,w ang | r uo,汪若
4,3,"bs=4, emb=3",26,True,7,ch ang | q ing y ang,常清阳
4,3,"bs=4, emb=3",27,True,7,j iao | q ing n ing,焦晴宁
4,3,"bs=4, emb=3",28,True,7,zh ou | zh ao h ua,舟昭华
4,3,"bs=4, emb=3",29,True,7,h uang | w u sh uang,黄无双
4,3,"bs=4, emb=3",30,True,7,m o | z i y uan,墨子元
4,3,"bs=4, emb=3",31,True,7,l uo | q ing t ang,洛晴唐
4,3,"bs=4, emb=3",32,True,9,x i m en | q ing y ue,溪门晴岳
4,3,"bs=4, emb=3",33,True,5,sh en | y uan,沈渊
4,3,"bs=4, emb=3",34,True,7,n i | q ing y ue,倪清岳
4,3,"bs=4, emb=3",35,True,7,d u | m ing zh ao,杜冥照
4,3,"bs=4, emb=3",36,True,7,h e | m ing y uan,贺冥袁
4,3,"bs=4, emb=3",37,True,9,g ong s un | zh ao y e,宫孙照夜
4,3,"bs=4, emb=3",38,True,7,h ong | q ing y ue,鸿晴月
4,3,"bs=4, emb=3",39,True,7,ch en | y u ch en,尘余尘
4,3,"bs=4, emb=3",40,True,7,l u | l an q ing,陆澜清
4,3,"bs=4, emb=3",41,True,7,zh eng | y ao y in,郑遥音
4,3,"bs=4, emb=3",42,True,5,l iao | x uan,廖玄
4,3,"bs=4, emb=3",43,True,5,l iu | r uo,柳若
4,3,"bs=4, emb=3",44,True,7,l iang | q ing x i,梁青西
4,3,"bs=4, emb=3",45,True,7,y ou | r uo n ing,游若宁
4,3,"bs=4, emb=3",46,True,7,w ei | q ing t ang,微清唐
4,3,"bs=4, emb=3",47,True,7,m eng | m o h an,孟莫韩
4,3,"bs=4, emb=3",48,True,7,ch eng | w u y a,成吴涯
4,3,"bs=4, emb=3",49,True,7,zh ai | y un x i,zhai韵希
4,3,"bs=4, emb=3",50,True,7,y uan | m ing y uan,远冥远
4,3,"bs=4, emb=3",51,True,7,m o | x ing l in,墨行林
4,3,"bs=4, emb=3",52,True,7,l iu | y ue y ao,刘岳遥
4,3,"bs=4, emb=3",53,True,7,g u | l ing y ue,谷令岳
4,3,"bs=4, emb=3",54,True,7,g ao | t ing y un,高听韵
4,3,"bs=4, emb=3",55,True,7,ch ang | zh i zh ou,常执舟
4,3,"bs=4, emb=3",56,True,7,y u w en | n ing,俞闻宁
4,3,"bs=4, emb=3",57,True,7,m u r ong | b ai,牧容白
4,3,"bs=4, emb=3",58,True,7,sh i | sh ao b ai,史邵白
4,3,"bs=4, emb=3",59,True,7,g uan | w u sh uang,官无双
4,3,"bs=4, emb=3",60,True,9,h uang f u | r uo l an,皇甫若兰
4,3,"bs=4, emb=3",61,True,7,w en | x uan x iao,问轩霄
4,3,"bs=4, emb=3",62,True,5,h uang | n ing,皇宁
4,3,"bs=4, emb=3",63,True,7,l ei | y un ch u,雷韵楚
4,3,"bs=4, emb=3",64,True,7,c ui | zh i q iu,崔知邱
4,3,"bs=4, emb=3",65,True,7,p eng | l an n ing,彭澜宁
4,3,"bs=4, emb=3",66,True,5,l v | x uan,吕轩
4,3,"bs=4, emb=3",67,True,5,g u | sh u,顾舒
4,3,"bs=4, emb=3",68,True,7,k ang | h uai n ing,康怀宁
4,3,"bs=4, emb=3",69,True,7,m ou | r uo x i,牟若希
4,3,"bs=4, emb=3",70,True,7,y u | m o y uan,雨莫袁
4,3,"bs=4, emb=3",71,True,5,k ang | z e,康泽
4,3,"bs=4, emb=3",72,True,7,c ong | r uo x i,丛若希
4,3,"bs=4, emb=3",73,True,5,sh i | x ing,施行
4,3,"bs=4, emb=3",74,True,5,b ao | y in,包尹
4,3,"bs=4, emb=3",75,True,9,d ong g uo | j ing y un,动郭璟云
4,3,"bs=4, emb=3",76,True,7,b ao | j ing h e,鲍惊和
4,3,"bs=4, emb=3",77,True,7,x iong | m o y uan,熊墨渊
4,3,"bs=4, emb=3",78,True,7,x in | m ing ch uan,辛明川
4,3,"bs=4, emb=3",79,True,5,r en | p ing,人平
4,3,"bs=4, emb=3",80,True,5,j iang | w an,蒋万
4,3,"bs=4, emb=3",81,True,7,zh ou | q ing h uan,洲青欢
4,3,"bs=4, emb=3",82,True,7,w an | y un j i,婉云纪
4,3,"bs=4, emb=3",83,True,7,y e | r uo q ing,叶若青
4,3,"bs=4, emb=3",84,True,7,g ao | g ui y un,高桂云
4,3,"bs=4, emb=3",85,True,7,d ai | g ui x iao,戴归萧
4,3,"bs=4, emb=3",86,True,7,zh uang | l an y ue,庄澜月
4,3,"bs=4, emb=3",87,True,7,x iao | r uo y ao,萧若姚
4,3,"bs=4, emb=3",88,True,7,y e | y u h eng,叶宇衡
4,3,"bs=4, emb=3",89,True,5,zh u | x ing,祝邢
4,3,"bs=4, emb=3",90,True,7,g ao | g ui w an,高归万
4,3,"bs=4, emb=3",91,True,7,p eng | z i q ing,彭子青
4,3,"bs=4, emb=3",92,True,7,s un | l an w ei,孙兰韦
4,3,"bs=4, emb=3",93,True,7,x ie | x ue t ang,谢雪棠
4,3,"bs=4, emb=3",94,True,7,y u | y ao w ei,玉瑶微
4,3,"bs=4, emb=3",95,True,7,x ue | zh ang n ing,雪张宁
4,3,"bs=4, emb=3",96,True,7,g u | j ing n ing,顾惊宁
4,3,"bs=4, emb=3",97,True,7,r en | w u y a,人舞涯
4,3,"bs=4, emb=3",98,True,7,m a | x ing h e,马邢禾
4,3,"bs=4, emb=3",99,True,7,ch eng | m o w ei,承莫韦
4,4,"bs=4, emb=4",0,True,7,j iang | l an y ue,蒋岚月
4,4,"bs=4, emb=4",1,True,5,w eng | ch u,翁初
4,4,"bs=4, emb=4",2,True,7,g uan | y u n ing,官于宁
4,4,"bs=4, emb=4",3,True,7,x in | q ing y an,辛晴言
4,4,"bs=4, emb=4",4,True,7,c ai | m o l i,蔡莫李
4,4,"bs=4, emb=4",5,True,7,l i | ch eng n ing,璃承宁
4,4,"bs=4, emb=4",6,True,5,w en | n an,闻南
4,4,"bs=4, emb=4",7,True,7,t ian | y un q i,田云齐
4,4,"bs=4, emb=4",8,True,5,h u | y ao,狐摇
4,4,"bs=4, emb=4",9,True,7,g u | w u j iu,谷武咎
4,4,"bs=4, emb=4",10,True,7,b i | x iu q i,毕修齐
4,4,"bs=4, emb=4",11,True,5,y an | y an,阎阎
4,4,"bs=4, emb=4",12,True,7,j iang | j ing m ing,江惊明
4,4,"bs=4, emb=4",13,True,7,l uo | x uan x iao,罗玄霄
4,4,"bs=4, emb=4",14,True,7,b ao | m o h eng,抱莫衡
4,4,"bs=4, emb=4",15,True,7,w u | f u y ao,无甫姚
4,4,"bs=4, emb=4",16,True,7,l an | r uo sh ui,兰若水
4,4,"bs=4, emb=4",17,True,7,zh eng | y u w ei,郑雨魏
4,4,"bs=4, emb=4",18,True,7,h u | m o b ai,狐墨白
4,4,"bs=4, emb=4",19,True,5,s ong | y ue,宋越
4,4,"bs=4, emb=4",20,True,7,x ia | zh ang n ing,夏长宁
4,4,"bs=4, emb=4",21,True,7,sh ao | l an q ing,邵兰清
4,4,"bs=4, emb=4",22,True,7,w ang | y u n ing,王尉宁
4,4,"bs=4, emb=4",23,True,7,n iu | y un ch e,牛韵澈
4,4,"bs=4, emb=4",24,True,5,q u | y u,曲瑜
4,4,"bs=4, emb=4",25,True,7,s un | g ui y ue,孙桂月
4,4,"bs=4, emb=4",26,True,7,sh i | y u w ei,时余微
4,4,"bs=4, emb=4",27,True,9,sh ang g u | q ing n ing,上顾清宁
4,4,"bs=4, emb=4",28,True,7,zh ou | zh ao h ua,周昭华
4,4,"bs=4, emb=4",29,True,7,h uang | h uai n ing,黄怀宁
4,4,"bs=4, emb=4",30,True,7,m o | q ing x i,莫晴溪
4,4,"bs=4, emb=4",31,True,7,l uo | q ing t ang,罗晴汤
4,4,"bs=4, emb=4",32,True,9,x i m en | q ing y ue,曦门青岳
4,4,"bs=4, emb=4",33,True,7,sh en | y un sh en,申韵深
4,4,"bs=4, emb=4",34,True,7,zh en | y ue y ao,真越瑶
4,4,"bs=4, emb=4",35,True,7,sh i | q ing x iao,施晴霄
4,4,"bs=4, emb=4",36,True,7,y an | y u n ing,言雨宁
4,4,"bs=4, emb=4",37,True,7,t ang | zh ao y e,汤赵叶
4,4,"bs=4, emb=4",38,True,7,d ong | q ing y ue,动清岳
4,4,"bs=4, emb=4",39,True,7,ch en | y u ch en,陈瑜尘
4,4,"bs=4, emb=4",40,True,7,l u | l an q ing,鲁澜清
4,4,"bs=4, emb=4",41,True,7,zh eng | y ao y in,郑瑶尹
4,4,"bs=4, emb=4",42,True,7,l iao | x uan w ei,廖玄微
4,4,"bs=4, emb=4",43,True,5,c ao | t ang,曹汤
4,4,"bs=4, emb=4",44,True,7,t ao | z i j in,陶子瑾
4,4,"bs=4, emb=4",45,True,7,g uo | y ao y in,郭瑶音
4,4,"bs=4, emb=4",46,True,7,s un | q ing h uan,孙清欢
4,4,"bs=4, emb=4",47,True,9,s i t u | h uai _ an,司徒怀安
4,4,"bs=4, emb=4",48,True,7,j iang | zh ang _ an,江长安
4,4,"bs=4, emb=4",49,True,7,y an | m ing y uan,炎明辕
4,4,"bs=4, emb=4",50,True,7,y i | sh ao b ai,易少白
4,4,"bs=4, emb=4",51,True,7,zh ong | h uai _ an,钟怀安
4,4,"bs=4, emb=4",52,True,5,y u | b ai,余白
4,4,"bs=4, emb=4",53,True,7,m in | z i y uan,闵子元
4,4,"bs=4, emb=4",54,True,7,s u | j ing n ing,苏璟宁
4,4,"bs=4, emb=4",55,True,7,j iang | zh i w ei,姜执韦
4,4,"bs=4, emb=4",56,True,5,b i | n an,毕南
4,4,"bs=4, emb=4",57,True,7,m u r i | b ai,木ri柏
4,4,"bs=4, emb=4",58,True,7,sh i | sh ao b ai,时少柏
4,4,"bs=4, emb=4",59,True,5,g uan | w ei,管魏
4,4,"bs=4, emb=4",60,True,7,ch eng | r uo _ an,程若安
4,4,"bs=4, emb=4",61,True,7,zh ong | l an q ing,钟兰清
4,4,"bs=4, emb=4",62,True,7,f ang | h an zh ang,方寒张
4,4,"bs=4, emb=4",63,False,7,iong u | y un zh ou,
4,4,"bs=4, emb=4",64,True,5,h ao | r uo,郝若
4,4,"bs=4, emb=4",65,True,7,w u | q ing x iao,武青霄
4,4,"bs=4, emb=4",66,True,7,t an | y un l an,覃云岚
4,4,"bs=4, emb=4",67,True,7,sh u | z i h an,舒子含
4,4,"bs=4, emb=4",68,True,7,k ang | h uai n ing,康怀宁
4,4,"bs=4, emb=4",69,True,7,m ou | r uo x i,牟若希
4,4,"bs=4, emb=4",70,True,7,y u | m o y uan,于莫元
4,4,"bs=4, emb=4",71,True,7,k ang | z e q ing,康泽青
4,4,"bs=4, emb=4",72,True,5,y un | ch uan,韵川
4,4,"bs=4, emb=4",73,True,5,sh i | x ing,石邢
4,4,"bs=4, emb=4",74,True,5,b ao | y in,鲍尹
4,4,"bs=4, emb=4",75,True,9,d ong g uo | j ing m ing,东郭景明
4,4,"bs=4, emb=4",76,True,7,b ao | j ing h e,包惊贺
4,4,"bs=4, emb=4",77,True,7,x iong | m o h eng,熊墨衡
4,4,"bs=4, emb=4",78,True,7,x in | m ing x uan,辛明玄
4,4,"bs=4, emb=4",79,True,5,j iang | p ing,蒋平
4,4,"bs=4, emb=4",80,True,5,j iang | j ing,蒋璟
4,4,"bs=4, emb=4",81,True,7,zh ou | q ing h uan,洲青欢
4,4,"bs=4, emb=4",82,True,7,w an | y un j i,婉云霁
4,4,"bs=4, emb=4",83,True,7,y e | r uo q ing,夜若青
4,4,"bs=4, emb=4",84,True,7,g ao | g ui y u,高归羽
4,4,"bs=4, emb=4",85,True,5,d ai | p ing,戴平
4,4,"bs=4, emb=4",86,True,7,x u | g ui n ing,许归宁
4,4,"bs=4, emb=4",87,True,7,sh en | zh i w ei,申执韦
4,4,"bs=4, emb=4",88,True,7,l iao | y un y uan,廖云远
4,4,"bs=4, emb=4",89,True,7,l u | zh ang g eng,鲁张耿
4,4,"bs=4, emb=4",90,True,7,g ao | g ui w an,高归婉
4,4,"bs=4, emb=4",91,True,7,p eng | z i q ing,彭子青
4,4,"bs=4, emb=4",92,True,7,s un | l an y ue,孙澜岳
4,4,"bs=4, emb=4",93,True,7,x ie | x ue t ang,谢雪唐
4,4,"bs=4, emb=4",94,True,7,y u | y ao w ei,于摇微
4,4,"bs=4, emb=4",95,True,7,x ue | zh ang n ing,薛长宁
4,4,"bs=4, emb=4",96,True,7,g u | j ing n ing,谷景宁
4,4,"bs=4, emb=4",97,True,7,r en | w u y a,任吴涯
4,4,"bs=4, emb=4",98,True,7,m a | x ing h e,马邢何
