block_size,embedding_dim,model_label,idx,valid,token_len,pinyin_tokens,name
4,4,"bs=4, emb=4",99,True,7,ch eng | m o w ei,成莫韦
5,2,"bs=5, emb=2",0,True,7,j iang | l an y ue,蒋岚月
5,2,"bs=5, emb=2",1,True,5,w eng | ch e,翁澈
5,2,"bs=5, emb=2",2,True,7,g uan | y u h eng,官于衡
5,2,"bs=5, emb=2",3,True,7,x in | q ing y an,辛晴言
5,2,"bs=5, emb=2",4,True,7,c ai | m o l i,蔡莫李
5,2,"bs=5, emb=2",5,True,7,l i | ch eng n ing,璃承宁
5,2,"bs=5, emb=2",6,True,7,w en | n ing w ei,闻宁微
5,2,"bs=5, emb=2",7,True,7,c ao | q ing x i,曹晴席
5,2,"bs=5, emb=2",8,True,7,h uang | y un ch e,皇云澈
5,2,"bs=5, emb=2",9,True,7,d ai | r uo y ao,戴若遥
5,2,"bs=5, emb=2",10,True,7,d ong | y u ch en,动俞尘
5,2,"bs=5, emb=2",11,True,7,x iao | l ing j un,霄灵均
5,2,"bs=5, emb=2",12,True,7,q in | w an t ang,秦婉棠
5,2,"bs=5, emb=2",13,True,7,x u | q ing m ing,许晴冥
5,2,"bs=5, emb=2",14,True,7,y ang | m o w ei,杨墨韦
5,2,"bs=5, emb=2",15,True,7,sh en | y u ch en,申宇陈
5,2,"bs=5, emb=2",16,True,5,j ing | h e,璟禾
5,2,"bs=5, emb=2",17,True,7,y u | y un l an,雨云兰
5,2,"bs=5, emb=2",18,True,7,y uan | r uo l an,渊若澜
5,2,"bs=5, emb=2",19,True,7,m iao | y un zh i,苗韵知
5,2,"bs=5, emb=2",20,True,7,y in | ch eng _ an,殷成安
5,2,"bs=5, emb=2",21,True,7,t an | q ing y uan,覃晴辕
5,2,"bs=5, emb=2",22,True,7,w u | g ui y un,无桂韵
5,2,"bs=5, emb=2",23,True,5,l uo | b ai,罗柏
5,2,"bs=5, emb=2",24,True,5,sh en | h e,沈何
5,2,"bs=5, emb=2",25,True,7,w ang | c ang l an,汪沧澜
5,2,"bs=5, emb=2",26,True,7,w en | y un j i,闻云霁
5,2,"bs=5, emb=2",27,True,5,h ong | n an,洪南
5,2,"bs=5, emb=2",28,True,7,zh ou | zh ao h ua,洲昭华
5,2,"bs=5, emb=2",29,True,7,h uang | h uai n ing,黄怀宁
5,2,"bs=5, emb=2",30,True,7,m o | q ing x ing,莫晴邢
5,2,"bs=5, emb=2",31,True,7,l uo | q ing t ang,洛晴唐
5,2,"bs=5, emb=2",32,True,9,x i m en | q ing y ue,溪门晴岳
5,2,"bs=5, emb=2",33,True,5,sh en | y uan,沈渊
5,2,"bs=5, emb=2",34,True,7,n i | q ing y ue,倪清岳
5,2,"bs=5, emb=2",35,True,7,d u | m ing zh ao,杜冥照
5,2,"bs=5, emb=2",36,True,7,h e | m ing ch u,贺冥楚
5,2,"bs=5, emb=2",37,True,9,g ong s un | zh ao y ue,宫孙照岳
5,2,"bs=5, emb=2",38,True,7,h ong | q ing y ue,鸿晴月
5,2,"bs=5, emb=2",39,True,7,ch en | y u ch en,尘余尘
5,2,"bs=5, emb=2",40,True,7,l u | l an q ing,陆澜清
5,2,"bs=5, emb=2",41,True,7,zh eng | y ao y in,郑遥音
5,2,"bs=5, emb=2",42,True,7,l iao | x uan w ei,廖玄微
5,2,"bs=5, emb=2",43,True,7,c ao | t ao y uan,曹陶渊
5,2,"bs=5, emb=2",44,True,7,sh i | w u j iu,石武咎
5,2,"bs=5, emb=2",45,True,7,sh i | y un z e,石云泽
5,2,"bs=5, emb=2",46,True,7,w eng | j ing n ing,翁璟宁
5,2,"bs=5, emb=2",47,True,7,y u | h uai j in,俞怀瑾
5,2,"bs=5, emb=2",48,True,7,j iang | zh ang _ an,江长安
5,2,"bs=5, emb=2",49,True,7,y an | m ing y uan,炎明辕
5,2,"bs=5, emb=2",50,True,5,y i | sh u,易舒
5,2,"bs=5, emb=2",51,True,7,r en | q ing h e,任晴何
5,2,"bs=5, emb=2",52,True,7,y i | sh ao b ai,衣邵白
5,2,"bs=5, emb=2",53,True,7,m in | z i y uan,闵子远
5,2,"bs=5, emb=2",54,True,7,s u | j ing n ing,苏璟宁
5,2,"bs=5, emb=2",55,True,5,j iang | zh ou,姜舟
5,2,"bs=5, emb=2",56,True,7,y u w en | n iu,瑜温牛
5,2,"bs=5, emb=2",57,True,9,m u r ong | b ao q iu,木容抱秋
5,2,"bs=5, emb=2",58,True,7,h e | q ing x iao,禾青霄
5,2,"bs=5, emb=2",59,True,5,l in | l in,临林
5,2,"bs=5, emb=2",60,True,7,h uang | m ing w ei,黄明卫
5,2,"bs=5, emb=2",61,True,5,s ong | q iu,宋邱
5,2,"bs=5, emb=2",62,True,7,f ang | h an zh ang,方寒张
5,2,"bs=5, emb=2",63,True,7,sh en | y un zh ou,沈云周
5,2,"bs=5, emb=2",64,True,7,h ao | r uo x i,郝若西
5,2,"bs=5, emb=2",65,True,7,t ang | x uan zh en,棠玄真
5,2,"bs=5, emb=2",66,True,5,b ong | l i,bong李
5,2,"bs=5, emb=2",67,True,7,sh en | z i h an,深子涵
5,2,"bs=5, emb=2",68,True,7,k ang | h uai n ing,康怀宁
5,2,"bs=5, emb=2",69,True,7,m ou | r uo x i,牟若曦
5,2,"bs=5, emb=2",70,True,7,y u | m o y uan,宇墨元
5,2,"bs=5, emb=2",71,True,5,k ang | z e,康泽
5,2,"bs=5, emb=2",72,True,7,c ong | r uo x i,丛若溪
5,2,"bs=5, emb=2",73,True,5,sh i | x ing,施星
5,2,"bs=5, emb=2",74,True,5,b ao | y in,包音
5,2,"bs=5, emb=2",75,True,9,d ong g uo | j ing y un,东郭璟云
5,2,"bs=5, emb=2",76,True,7,b ao | j ing h e,鲍惊和
5,2,"bs=5, emb=2",77,True,7,x iong | m o h eng,熊墨衡
5,2,"bs=5, emb=2",78,True,7,x in | m ing x uan,辛明玄
5,2,"bs=5, emb=2",79,True,5,j iang | p ing,蒋平
5,2,"bs=5, emb=2",80,True,5,j iang | w an,蒋万
5,2,"bs=5, emb=2",81,True,7,zh ou | q ing h uan,洲青欢
5,2,"bs=5, emb=2",82,True,7,w an | y un w ei,婉云魏
5,2,"bs=5, emb=2",83,True,7,y e | r uo q ing,叶若晴
5,2,"bs=5, emb=2",84,True,7,g ao | g ui y un,高桂云
5,2,"bs=5, emb=2",85,True,5,d ai | p ing,戴平
5,2,"bs=5, emb=2",86,True,7,x u | g an l an,许甘澜
5,2,"bs=5, emb=2",87,True,7,sh en | zh i w ei,深知韦
5,2,"bs=5, emb=2",88,True,7,l iao | y un y uan,廖云远
5,2,"bs=5, emb=2",89,True,7,l u | zh ang g eng,陆章耿
5,2,"bs=5, emb=2",90,True,7,g ao | g ui w an,高桂万
5,2,"bs=5, emb=2",91,True,7,p ong | z i q ing,pong子青
5,2,"bs=5, emb=2",92,True,7,s un | l an y ue,孙兰越
5,2,"bs=5, emb=2",93,True,7,x ie | x ue t ang,谢雪唐
5,2,"bs=5, emb=2",94,True,7,y u | y ao w ei,于瑶微
5,2,"bs=5, emb=2",95,True,7,x ue | zh ang n ing,雪长宁
5,2,"bs=5, emb=2",96,True,7,g u | j ing n ing,顾惊宁
5,2,"bs=5, emb=2",97,True,7,r en | w u y a,人舞涯
5,2,"bs=5, emb=2",98,True,7,m a | x ing h e,马邢禾
5,2,"bs=5, emb=2",99,True,7,ch eng | m o w ei,承莫韦
5,3,"bs=5, emb=3",0,True,7,j iang | l an y ue,蒋岚月
5,3,"bs=5, emb=3",1,True,5,w eng | ch e,翁澈
5,3,"bs=5, emb=3",2,True,7,g uan | y u h eng,官于衡
5,3,"bs=5, emb=3",3,True,7,x in | q ing y an,辛晴言
5,3,"bs=5, emb=3",4,True,7,c ai | m o l i,蔡莫李
5,3,"bs=5, emb=3",5,True,7,l i | ch eng n ing,璃承宁
5,3,"bs=5, emb=3",6,True,7,w en | c ang l an,闻沧澜
5,3,"bs=5, emb=3",7,True,7,c ao | q ing x uan,曹晴轩
5,3,"bs=5, emb=3",8,True,7,h uang | y un ch e,皇云澈
5,3,"bs=5, emb=3",9,True,7,d ai | r uo y ao,戴若遥
5,3,"bs=5, emb=3",10,True,7,d ong | y u ch en,动俞尘
5,3,"bs=5, emb=3",11,True,7,x iao | l ing j un,霄灵均
5,3,"bs=5, emb=3",12,True,5,q in | w an,秦婉
5,3,"bs=5, emb=3",13,True,5,ch eng | ch u,程楚
5,3,"bs=5, emb=3",14,True,7,h u | h uai y u,狐怀雨
5,3,"bs=5, emb=3",15,True,7,g uo | g ui ch en,郭归陈
5,3,"bs=5, emb=3",16,True,7,y u | y un j i,雨云霁
5,3,"bs=5, emb=3",17,True,7,w u | zh i b ai,舞知白
5,3,"bs=5, emb=3",18,True,7,x ue | m o h eng,薛莫衡
5,3,"bs=5, emb=3",19,True,7,zh ang | j ing m ing,章璟冥
5,3,"bs=5, emb=3",20,True,7,f eng | zh ang f eng,凤长凤
5,3,"bs=5, emb=3",21,True,7,j i | sh ou zh en,季守真
5,3,"bs=5, emb=3",22,True,7,s u | m o h eng,素墨衡
5,3,"bs=5, emb=3",23,True,7,p eng | zh ao n ing,彭照宁
5,3,"bs=5, emb=3",24,True,5,sh en | h e,沈禾
5,3,"bs=5, emb=3",25,True,5,t ang | r uo,唐若
5,3,"bs=5, emb=3",26,True,7,ch ang | q ing y ang,常晴杨
5,3,"bs=5, emb=3",27,True,7,j iao | q ing n ing,焦清宁
5,3,"bs=5, emb=3",28,True,7,zh ou | zh ao h ua,周昭华
5,3,"bs=5, emb=3",29,True,9,h uang f u | sh ao b ai,黄傅邵柏
5,3,"bs=5, emb=3",30,True,7,x iao | m ing y uan,霄明袁
5,3,"bs=5, emb=3",31,True,7,g u | w en d ao,顾问道
5,3,"bs=5, emb=3",32,True,7,m ei | q ing y ue,梅晴越
5,3,"bs=5, emb=3",33,True,5,sh en | y uan,申辕
5,3,"bs=5, emb=3",34,True,7,n i | z i y u,倪子宇
5,3,"bs=5, emb=3",35,True,7,d u | m ing zh ao,杜冥昭
5,3,"bs=5, emb=3",36,True,7,h e | m ing y u,禾明于
5,3,"bs=5, emb=3",37,True,9,g ong s un | zh ao y e,宫孙赵叶
5,3,"bs=5, emb=3",38,True,7,h ong | q ing y ang,洪青扬
5,3,"bs=5, emb=3",39,True,7,ch en | y u ch en,陈余宸
5,3,"bs=5, emb=3",40,True,7,l u | l an q ing,卢澜晴
5,3,"bs=5, emb=3",41,True,7,zh eng | y ao y in,郑瑶音
5,3,"bs=5, emb=3",42,True,7,l iao | x uan w ei,廖玄卫
5,3,"bs=5, emb=3",43,True,7,c ao | t ing y un,曹听云
5,3,"bs=5, emb=3",44,True,5,sh i | w ei,石微
5,3,"bs=5, emb=3",45,True,7,g uo | y ao y in,郭遥尹
5,3,"bs=5, emb=3",46,True,7,s un | q ing h uan,孙青欢
5,3,"bs=5, emb=3",47,True,9,s i t u | h uai _ an,司涂怀安
5,3,"bs=5, emb=3",48,True,7,j iang | zh ang _ an,蒋长安
5,3,"bs=5, emb=3",49,True,7,y an | m ing y uan,晏冥辕
5,3,"bs=5, emb=3",50,True,5,y i | sh u,衣舒
5,3,"bs=5, emb=3",51,True,7,r en | q ing h e,任晴河
5,3,"bs=5, emb=3",52,True,7,y i | x ue b ai,易雪柏
5,3,"bs=5, emb=3",53,True,7,m in | z i y uan,闵子辕
5,3,"bs=5, emb=3",54,True,7,s u | j ing n ing,素璟宁
5,3,"bs=5, emb=3",55,True,5,j iang | zh ou,江洲
5,3,"bs=5, emb=3",56,True,7,y u w en | n iu,雨文牛
5,3,"bs=5, emb=3",57,True,7,m u r ong | b ai,牧容柏
5,3,"bs=5, emb=3",58,True,7,sh i | sh ao b ai,史少柏
5,3,"bs=5, emb=3",59,True,5,g uan | w ei,官魏
5,3,"bs=5, emb=3",60,True,7,ch eng | r uo _ an,承若安
5,3,"bs=5, emb=3",61,True,7,zh ong | l an q ing,钟兰青
5,3,"bs=5, emb=3",62,True,7,f ang | h uai j in,方怀衿
5,3,"bs=5, emb=3",63,True,7,sh en | y un zh ou,申云舟
5,3,"bs=5, emb=3",64,True,7,h ao | r uo l an,郝若兰
5,3,"bs=5, emb=3",65,True,7,t ang | x iu w en,唐岫闻
5,3,"bs=5, emb=3",66,True,9,b ong l i | x uan x iao,bong李轩霄
5,3,"bs=5, emb=3",67,True,7,w ei | l an n ing,韦兰宁
5,3,"bs=5, emb=3",68,True,7,y u | l ing j un,余令均
5,3,"bs=5, emb=3",69,True,5,w en | x iu,温岫
5,3,"bs=5, emb=3",70,True,7,zh u | y ao g uang,朱瑶光
5,3,"bs=5, emb=3",71,True,7,j iang | j ing y ao,江惊遥
5,3,"bs=5, emb=3",72,True,7,t an | q ing m ing,覃清冥
5,3,"bs=5, emb=3",73,True,7,ch en | m o h eng,尘莫衡
5,3,"bs=5, emb=3",74,True,9,d ong g uo | j ing y un,东郭璟云
5,3,"bs=5, emb=3",75,True,7,b ao | j ing h e,鲍惊和
5,3,"bs=5, emb=3",76,True,7,x iong | m o h eng,熊墨衡
5,3,"bs=5, emb=3",77,True,7,x in | m ing x uan,辛明玄
5,3,"bs=5, emb=3",78,True,5,r en | p ing,人平
5,3,"bs=5, emb=3",79,True,5,j iang | w an,蒋万
5,3,"bs=5, emb=3",80,True,7,zh ou | q ing h uan,洲青欢
5,3,"bs=5, emb=3",81,True,7,w an | y un w ei,婉云魏
5,3,"bs=5, emb=3",82,True,7,y e | r uo y un,叶若韵
5,3,"bs=5, emb=3",83,True,7,g ao | g ui y u,高归雨
5,3,"bs=5, emb=3",84,True,5,d ai | p ing,戴平
5,3,"bs=5, emb=3",85,True,5,x u | g an,许甘
5,3,"bs=5, emb=3",86,True,5,l iang | _ an,梁安
5,3,"bs=5, emb=3",87,True,7,k ang | y ao l an,康姚兰
5,3,"bs=5, emb=3",88,True,7,y ao | y un sh en,遥云沈
5,3,"bs=5, emb=3",89,True,7,l uo | w u y ang,洛吴扬
5,3,"bs=5, emb=3",90,True,7,x iang | y un ch u,向韵楚
5,3,"bs=5, emb=3",91,True,7,x ue | zh ang g e,薛长歌
5,3,"bs=5, emb=3",92,True,5,l uo | m ing,罗明
5,3,"bs=5, emb=3",93,True,5,l ong | _ an,龙安
5,3,"bs=5, emb=3",94,True,7,y u | y ao w ei,玉瑶魏
5,3,"bs=5, emb=3",95,True,7,x ue | zh ang n ing,薛张宁
5,3,"bs=5, emb=3",96,True,7,g u | j ing n ing,顾璟宁
5,3,"bs=5, emb=3",97,True,7,r en | g ui h ong,人桂洪
5,3,"bs=5, emb=3",98,True,7,m a | x ing h e,马邢禾
5,3,"bs=5, emb=3",99,True,7,ch eng | m o w ei,承莫韦
5,4,"bs=5, emb=4",0,True,7,j iang | l an y ue,蒋岚月
5,4,"bs=5, emb=4",1,True,5,w eng | ch e,翁澈
5,4,"bs=5, emb=4",2,True,7,g uan | y u h eng,官于衡
5,4,"bs=5, emb=4",3,True,7,x in | q ing y an,辛晴言
5,4,"bs=5, emb=4",4,True,7,c ai | m o l i,蔡莫李
5,4,"bs=5, emb=4",5,True,7,l i | ch eng n ing,璃承宁
5,4,"bs=5, emb=4",6,True,5,w en | n ing,闻宁
5,4,"bs=5, emb=4",7,True,7,t ian | y un q i,田云齐
5,4,"bs=5, emb=4",8,True,5,h u | y ao,狐摇
5,4,"bs=5, emb=4",9,True,7,g u | w u j iu,谷武咎
5,4,"bs=5, emb=4",10,True,7,b i | x uan q ing,毕玄晴
5,4,"bs=5, emb=4",11,True,5,y an | y an,阎阎
5,4,"bs=5, emb=4",12,True,7,j iang | j ing m ing,江惊明
5,4,"bs=5, emb=4",13,True,7,l uo | x uan x iao,罗玄霄
5,4,"bs=5, emb=4",14,True,5,b ao | w an,抱婉
5,4,"bs=5, emb=4",15,True,7,y ang | m o w ei,恙莫魏
5,4,"bs=5, emb=4",16,True,7,sh en | y u ch en,申瑜宸
5,4,"bs=5, emb=4",17,True,5,j ing | h e,景禾
5,4,"bs=5, emb=4",18,True,7,y u | y un l an,雨云澜
5,4,"bs=5, emb=4",19,True,7,y uan | r uo l an,元若澜
5,4,"bs=5, emb=4",20,True,7,m iao | m o h an,苗莫寒
5,4,"bs=5, emb=4",21,True,7,y in | ch eng _ an,音程安
5,4,"bs=5, emb=4",22,True,7,t an | q ing y uan,覃晴辕
5,4,"bs=5, emb=4",23,True,7,w u | g ui y un,无桂韵
5,4,"bs=5, emb=4",24,True,5,l uo | b ai,罗柏
5,4,"bs=5, emb=4",25,True,5,sh en | h e,沈何
5,4,"bs=5, emb=4",26,True,5,w ang | r uo,汪若
5,4,"bs=5, emb=4",27,True,7,ch ang | q ing y ang,常清阳
5,4,"bs=5, emb=4",28,True,7,j iao | q ing n ing,焦晴宁
5,4,"bs=5, emb=4",29,True,7,zh ou | zh ao h ua,舟昭华
5,4,"bs=5, emb=4",30,True,7,h uang | w u sh uang,黄无双
5,4,"bs=5, emb=4",31,True,7,m o | q ing x uan,墨晴轩
5,4,"bs=5, emb=4",32,True,7,l uo | q ing t ang,洛晴唐
5,4,"bs=5, emb=4",33,True,9,x i m en | q ing l uan,溪门晴鸾
5,4,"bs=5, emb=4",34,True,5,sh en | w an,沈万
5,4,"bs=5, emb=4",35,True,7,n i | z i y u,倪子瑜
5,4,"bs=5, emb=4",36,True,7,d u | m ing zh ao,杜冥照
5,4,"bs=5, emb=4",37,True,7,h e | m ing ch uan,贺冥川
5,4,"bs=5, emb=4",38,True,9,g ong s un | zh ao y uan,宫孙照辕
5,4,"bs=5, emb=4",39,True,7,h ong | q ing y ue,鸿晴月
5,4,"bs=5, emb=4",40,True,7,ch en | w u n ian,尘无念
5,4,"bs=5, emb=4",41,True,7,l u | q ing q iu,陆清秋
5,4,"bs=5, emb=4",42,True,7,zh eng | y ao y in,郑遥音
5,4,"bs=5, emb=4",43,True,7,l iao | x uan w ei,廖玄微
5,4,"bs=5, emb=4",44,True,7,c ao | t ing y un,曹听韵
5,4,"bs=5, emb=4",45,True,7,sh i | w u j iu,石武咎
5,4,"bs=5, emb=4",46,True,7,sh i | y un q i,石云祁
5,4,"bs=5, emb=4",47,True,7,w eng | h uai n ing,翁怀宁
5,4,"bs=5, emb=4",48,True,7,y u | h uai y u,雨怀玉
5,4,"bs=5, emb=4",49,True,7,j iang | zh ang _ an,江章安
5,4,"bs=5, emb=4",50,True,7,y an | m ing y uan,严明袁
5,4,"bs=5, emb=4",51,True,7,y i | sh ao n ing,易邵宁
5,4,"bs=5, emb=4",52,True,5,zh ong | h ang,钟珩
5,4,"bs=5, emb=4",53,True,7,y i | x ue b ai,易薛白
5,4,"bs=5, emb=4",54,True,7,m in | z i j in,闵子衿
5,4,"bs=5, emb=4",55,True,7,s u | j ing n ing,素惊宁
5,4,"bs=5, emb=4",56,True,5,j iang | zh ou,江洲
5,4,"bs=5, emb=4",57,True,9,y u w en | w u sh uang,雨文无双
5,4,"bs=5, emb=4",58,True,7,r en | b ao p u,人薄朴
5,4,"bs=5, emb=4",59,True,7,h e | q ing x iao,赫青萧
5,4,"bs=5, emb=4",60,True,5,l in | l in,临林
5,4,"bs=5, emb=4",61,True,7,h uang | m ing w ei,皇冥韦
5,4,"bs=5, emb=4",62,True,5,s ong | q iu,宋邱
5,4,"bs=5, emb=4",63,True,7,f ang | h an zh ang,方含章
5,4,"bs=5, emb=4",64,False,7,iong ao | y un zh ou,
5,4,"bs=5, emb=4",65,True,7,h ao | r uo l an,郝若兰
5,4,"bs=5, emb=4",66,True,7,t ang | x iu q i,唐岫祁
5,4,"bs=5, emb=4",67,True,5,b ong | l i,bong李
5,4,"bs=5, emb=4",68,True,7,sh u | z i j in,书子金
5,4,"bs=5, emb=4",69,True,7,k ang | h uai n ing,康怀宁
5,4,"bs=5, emb=4",70,True,7,m ou | r uo x i,牟若西
5,4,"bs=5, emb=4",71,True,7,y u | m o y uan,玉墨辕
5,4,"bs=5, emb=4",72,True,5,k ang | z e,康泽
5,4,"bs=5, emb=4",73,True,7,c ong | r uo x i,丛若曦
5,4,"bs=5, emb=4",74,True,5,sh i | x ing,施行
5,4,"bs=5, emb=4",75,True,5,b ao | y in,包尹
5,4,"bs=5, emb=4",76,True,9,d ong g uo | j ing y un,动郭璟云
5,4,"bs=5, emb=4",77,True,7,b ao | j ing h e,鲍惊和
5,4,"bs=5, emb=4",78,True,7,x iong | m o h eng,熊墨衡
5,4,"bs=5, emb=4",79,True,7,x in | m o x uan,辛墨玄
5,4,"bs=5, emb=4",80,True,5,j iang | p ing,蒋平
5,4,"bs=5, emb=4",81,True,5,j iang | j ing,蒋惊
5,4,"bs=5, emb=4",82,True,7,zh ou | q ing h uan,洲青欢
5,4,"bs=5, emb=4",83,True,7,w an | y un w ei,婉云魏
5,4,"bs=5, emb=4",84,True,7,y e | y ue y ao,叶岳摇
5,4,"bs=5, emb=4",85,True,7,g ao | g ui y u,高归雨
5,4,"bs=5, emb=4",86,True,5,d ai | p ing,戴平
5,4,"bs=5, emb=4",87,True,7,x u | g ui n ing,许归宁
5,4,"bs=5, emb=4",88,True,7,sh en | zh i w ei,申知韦
5,4,"bs=5, emb=4",89,True,7,l iao | y un y uan,廖云远
5,4,"bs=5, emb=4",90,True,7,l u | zh ang g e,陆章葛
5,4,"bs=5, emb=4",91,True,7,g ao | g ui w an,高桂万
5,4,"bs=5, emb=4",92,True,7,p eng | t ing f eng,彭听冯
5,4,"bs=5, emb=4",93,True,7,s un | l an y ue,孙澜月
5,4,"bs=5, emb=4",94,True,7,x ie | x ue t ang,谢雪唐
5,4,"bs=5, emb=4",95,True,7,y u | y ao w ei,玉遥韦
5,4,"bs=5, emb=4",96,True,7,x ue | zh ang g eng,薛章耿
5,4,"bs=5, emb=4",97,True,7,g u | j ing n ing,顾璟宁
5,4,"bs=5, emb=4",98,True,5,r en | ch u,人初
5,4,"bs=5, emb=4",99,True,7,m o | y ue b ai,墨月百
